Recipe,Url,Ingredients,Ratings,Serving,Prepration_Time,Calories,Protein,Carbohydrate,Fat
French Onion Strata (Savory Bread Pudding) Recipe,https://www.seriouseats.com/french-onion-strata-breakfast-casserole-bread-pudding-recipe,"3 tablespoons (45g) unsalted butter, plus more for greasing baking dish,3 large Spanish onions (about 2 1/2 pounds; 1kg), thinly sliced,1 teaspoon sugar,1 teaspoon kosher salt,3 medium cloves garlic, minced,2 teaspoons finely chopped fresh thyme leaves,1/4 cup (60ml) dry sherry,1/2 cup (120ml) dry white wine,1 large Italian or French bread loaf (about 1 pound; 450g), cut into 1-inch cubes,6 large eggs,3 1/2 cups (830ml) half and half or whole milk,1 1/2 tablespoons (22ml) smooth Dijon mustard,1 tablespoon (15ml) Worcestershire sauce,1 teaspoon (5ml) fish sauce (optional),1/2 teaspoon kosher salt,1 teaspoon freshly ground black pepper,1 1/2 cups (8 ounces) grated Gruyère cheese",0,8,75 mins,580,25,51,30
Stracciatella alla Romana (Italian Egg Drop Soup) Recipe,https://www.seriouseats.com/stracciatella-alla-romana-italian-egg-drop-soup,"1 quart (950ml) homemade chicken stock (or homemade pressure cooker chicken stock) or homemade beef broth (see note),Kosher salt,4 large eggs,3 ounces (85g) freshly grated Parmigiano-Reggiano cheese,Freshly grated nutmeg, to taste (optional),Freshly grated lemon zest and/or fresh lemon juice, to taste (optional),Finely minced flat-leaf parsley, to garnish (optional)",0,4,15 mins,178,16,4,11
Peppers and Eggs Sandwich Recipe,https://www.seriouseats.com/peppers-and-eggs-sandwich-recipe,"4 (10-inch) Italian hero loaves (or other large, soft roll), halved lengthwise,2 teaspoons plus 2 tablespoons vegetable oil,1 large Spanish onion, cut into 1-inch pieces,2 green bell peppers, quartered, deseeded, and diced,2 red bell peppers, quartered, deseeded, and diced,16 large eggs, beaten,Salt and fresh-cracked black pepper, to taste,2 cups whole milk mozzarella",0,4,15 mins,958,52,77,49
How to Temper Eggs,https://www.seriouseats.com/tempering-eggs-why-when-and-how-to-do-it,,0,0,0,0,0,0,0
Spanakopita (Greek Savory Greens Pie) Recipe,https://www.seriouseats.com/spanakopita-greek-savory-greens-pie,"8 cups chopped mixed greens and tender stems, gently packed (about 12 1/2 ounces; 350g), such as spinach, watercress, arugula, and Swiss chard,1 cup chopped mixed tender herbs and tender stems (about 2 ounces; 60g), such as dill, parsley, chervil, and chives,1/4 cup extra-virgin olive oil (2 ounces; 50g), plus more,1 1/2 teaspoons (6g) kosher salt,1/2 teaspoon freshly ground black pepper,3 sliced scallions, both white and green parts (about 2 ounces; 60g),2 cloves garlic (10g), sliced,2/3 cup trahanas (3 ounces; 90g); rice, barley, or couscous can substitute (see note),1 large egg,1/2 pound (226g) Greek feta, crumbled,6 sheets phyllo dough, thawed",11,8,90 mins,942,12,96,57
Chilaquiles Verdes With Fried Eggs Recipe,https://www.seriouseats.com/chilaquiles-verdes-fried-eggs,"2 quarts vegetable, canola, or peanut oil,16 soft corn tortillas, cut into 6 wedges each,Kosher salt,2 cups salsa verde,1 cup homemade or store-bought low-sodium chicken broth or water,4 eggs,1/2 cup Mexican crema or sour cream,1/2 small white onion, thinly sliced,1/4 cup chopped fresh cilantro leaves,1/4 cup crumbled cotija cheese",0,4,15 mins,604,17,54,37
Lighter Fettuccine Alfredo Recipe,https://www.seriouseats.com/lighter-fettuccine-alfredo-recipe,"5 ounces (140g) grated Parmigiano Reggiano cheese, plus more for sprinkling,2 tablespoons (30ml) heavy cream,1 large egg,1 teaspoon (3g) cornstarch,2 tablespoons (30ml) extra-virgin olive oil, plus more for serving,1/2 teaspoon grated lemon zest (optional),Kosher salt and freshly ground black pepper,1 pound (450g) fresh fettuccine, or 12 ounces (340g) dried fettuccine,1 teaspoon minced garlic (about 1 medium clove),2 tablespoons (30g) unsalted butter,Minced fresh parsley or chives",11,4,30 mins,478,18,40,27
Spam and Egg Breakfast Sandwiches Recipe,https://www.seriouseats.com/spam-and-egg-breakfast-sandwiches-recipe,"2 tablespoons butter, divided,4 Hawaiian sweet rolls or brioche buns, cut in half,Pineapple, mango, or strawberry jelly, for spreading on the rolls,4 slices Spam, each 1/4-inch thick,4 large eggs,Sriracha sauce (optional)",0,4,20 mins,410,21,22,26
Egg Drop Soup Recipe,https://www.seriouseats.com/chinese-egg-drop-soup-recipe,"1 quart homemade or store-bought low sodium chicken broth,4 ounces Chinese ham, Chinese dried sausage, or slab bacon,6 scallions, greens thinly sliced, whites left whole,1-inch knob of ginger,1 teaspoon whole white peppercorns,Kosher salt,4 teaspoons cornstarch,2 large whole eggs",0,4,40 mins,176,12,7,12
Sunny-Side Up Fried Eggs Recipe,https://www.seriouseats.com/classic-sunny-side-up-eggs-recipe,"1 tablespoon (15g) unsalted butter,2 large eggs,Kosher salt and freshly ground black pepper (optional)",0,2,5 mins,125,6,0,11
Classic Eggnog Recipe,https://www.seriouseats.com/rich-and-frothy-holiday-eggnog-with-an-electric-mixer-or-stand-mixer,"8 eggs, separated,2/3 cup sugar (5 ounces; 140g), divided,3 cups (700ml) whole milk,2 cups (475ml) heavy cream,2 cups (475ml) dark rum, brandy, or a mix,Freshly grated nutmeg, to garnish",4,16,10 mins,250,5,12,15
Put an Egg on It: 19 Great Ways to Eat Fried or Poached Eggs,https://www.seriouseats.com/fried-poached-egg-recipes,,0,0,0,0,0,0,0
How to Make Greek Avgolemono Chicken Soup,https://www.seriouseats.com/how-to-make-greek-avgolemono-chicken-soup,,0,0,0,0,0,0,0
Eggy Puds (Breakfast Yorkshire Puddings With Bacon and Fried Eggs) Recipe,https://www.seriouseats.com/eggy-puds-breakfast-yorkshire-pudding-bacon-fried-egg,"7 large eggs,110g flour (3 3/4 ounces; about 3/4 cup),130g milk (4 1/2 ounces; about half cup plus 1 tablespoon),22g water (3/4 ounce; 1 1/2 tablespoons),Kosher salt and freshly ground black pepper,8 ounces bacon, diced (see note),2 ounces grated Parmesan or other hard cheese (optional),1 tablespoon unsalted butter,2 tablespoons chopped fresh chives,Hollandaise sauce (optional)",5,4,40 mins,533,34,24,32
"Cheesy Mashed White Beans With Kale, Parmesan, and a Fried Egg Recipe",https://www.seriouseats.com/cheesy-mashed-white-beans-with-kale-parmesan-fried-egg-recipe,"3 tablespoons olive oil,2 medium garlic cloves, finely minced (about 2 teaspoons),Two (15-ounce) cans white beans, drained and rinsed,1/2 cup heavy cream,3 ounces grated sharp white cheddar cheese,2 ounces grated Parmesan (plus more for serving),Kosher salt and freshly ground black pepper,3 cups finely shredded kale,2 teaspoons juice from 1 lemon,4 large eggs,1/4 cup finely sliced scallion whites and light greens",13,4,30 mins,616,30,42,38
Smoked Salmon Eggs Benedict With Dill Hollandaise Recipe,https://www.seriouseats.com/smoked-salmon-eggs-benedict-dill-hollandaise-recipe,"1 recipe Foolproof Hollandaise,1 tablespoon chopped fresh dill fronds,4 English muffins,8 slices smoked salmon,4 large eggs, poached with this method,Sliced scallions, to garnish",0,4,40 mins,770,26,30,61
Turkey Paitan Ramen With Crispy Turkey and Soft-Cooked Egg Recipe,https://www.seriouseats.com/turkey-paitain-ramen-crispy-turkey-soft-cooked-egg-recipe,"3 pounds turkey backs and wings or leftover roasted turkey bones and carcass, roughly chopped with a cleaver or a heavy duty chef's knife,2 pounds turkey drumsticks and/or thighs,3 tablespoons vegetable oil, divided,1 large onion, skin on, roughly chopped,16 garlic cloves, divided,One 3-inch knob ginger, roughly chopped,2 whole leeks, washed and roughly chopped,2 dozen scallions, white parts only (reserve greens and light green parts for garnishing finished soup),6 ounces whole mushrooms or mushroom scraps,1/2 cup red or white miso paste,1/4 cup sesame tahini,12 Brussels sprouts, divided into individual leaves,Kosher salt,6 to 8 servings ramen-style noodles, store-bought or homemade,6 to 8 marinated eggs, or sous-vide soft boiled eggs,2 to 3 tablespoons mayu (black garlic oil) or toasted sesame oil, for serving",0,8,9 hrs,828,43,92,33
Naomi Duguid's Golden Egg Curry,https://www.seriouseats.com/naomi-duguids-golden-egg-curry,"4 large or extra-large eggs, preferably free-range,1/3 cup peanut oil or unroasted sesame oil,1/8 teaspoon turmeric,2 small shallots, minced,2 teaspoons minced garlic,1/4 teaspoon red chile powder, or to taste,2 medium tomatoes (about 1/2 pound), finely chopped,2 teaspoons fish sauce,1/2 teaspoon salt, or to taste,2 or 3 green cayenne chiles, seeded and sliced lengthwise into 3 or 4 strips each",0,4,45 mins,177,8,7,13
"French Crepes With Ham, Cheese, and Eggs Recipe",https://www.seriouseats.com/french-crepes-ham-cheese-eggs-recipe,"1 tablespoon (15g) unsalted butter, divided,4 large eggs,Kosher salt and freshly ground black pepper,4 cooked Basic Crepes,4 ounces (113g) grated Gruyère or other good melting cheese, divided,4 slices ham (optional), divided,Minced fresh chives, for garnish",0,2,20 mins,695,39,27,47
Spring Vegetable Salad With Poached Egg and Crispy Bread Crumbs Recipe,https://www.seriouseats.com/spring-vegetables-salad-with-poached-egg,,0,4,30 mins,0,0,0,0
Seriously Asian: Preserved Duck Egg,https://www.seriouseats.com/seriously-asian-preserved-duck-egg,,0,0,0,0,0,0,0
Skillet Barley With Kale and Eggs Recipe,https://www.seriouseats.com/skillet-barley-with-kale-and-eggs,,5,4,30 mins,0,0,0,0
Savory Green Curry French Toast Recipe,https://www.seriouseats.com/savory-green-curry-french-toast,"1 can coconut milk (13 1/2 fluid ounces; 400ml),1/2 cup green curry paste (3 1/2 ounces; 100g),1/4 bunch cilantro (1 ounce; 28g), roughly chopped,6 scallions, both white and green parts, roughly chopped (1 ounce; 28g),2 tablespoons lime juice (1 ounce; 28g), from about 1 lime,1 tablespoon fish sauce (1/2 ounce; 14g),4 large eggs,Butter, for cooking,8 (1-inch-thick) slices day-old bread (about 14 ounces; 400g); brioche, challah, and Pullman loaves work best (see note),4 to 8 large Crispy Fried Eggs,Additional chopped cilantro and scallion, for garnish,Molasses or maple syrup",4,4,2 hrs,921,25,124,38
"Fried Eggs With Ramps, Morels, and Bacon Recipe",https://www.seriouseats.com/fried-eggs-ramps-morels-bacon-easy-spring-recipe,,0,2,10 mins,0,0,0,0
Rompope (Mexican Eggnog) Recipe,https://www.seriouseats.com/rompope-latin-american-eggnog-recipe,"2/3 cup blanched almonds,1 1/2 cups plus 2 tablespoons sugar,6 cups milk,2 cinnamon sticks,Rind of 1 lemon (see notes),1 teaspoon pure vanilla extract,1/4 teaspoon baking soda,8 large egg yolks,1/2 to 1 cup aged rum or aguardiente (see notes)",0,8,2 hrs 40 mins,464,16,54,18
Moroccan Merguez Ragout with Poached Eggs,https://www.seriouseats.com/moroccan-merguez-ragout-with-poached-eggs-recipe,"1/2 cup extra-virgin olive oil,1 large onion, cut into small dice,4 large garlic cloves, minced,1 pound merguez sausage, cut into 1/2-inch thick-slices,1 tablespoon ras el hanout,1 teaspoon sweet smoked paprika,1 teaspoon kosher salt,Two 15-ounce cans fire-roasted diced tomatoes, preferably Muir Glen,8 extra-large eggs,1/2 cup roughly chopped cilantro, stems included,2 tablespoons harissa,Warm crusty bread, for serving",0,4,15 mins,781,38,28,59
How to Make Traditional Huevos Rancheros in a Flash,https://www.seriouseats.com/how-to-make-traditional-huevos-rancheros-in-a-flash,,0,0,0,0,0,0,0
How to Make Swiss Meringue Buttercream Frosting,https://www.seriouseats.com/how-to-make-swiss-meringue-buttercream-frosting,,0,0,0,0,0,0,0
José Andrés's Fried Egg with Chorizo Recipe,https://www.seriouseats.com/jose-andress-fried-egg-with-chorizo,"8 garlic cloves, smashed and skins removed,1/4 cup plus 1 tablespoon extra-virgin olive oil,4 large eggs,Sea salt and freshly ground black pepper,4 ounces Spanish chorizo, sliced 1/4-inch thick rounds,4 fresh thyme sprigs,Crusty bread, cut into slices",0,4,20 mins,441,16,18,34
"Alton Brown's 'Man Breakfast' with Bacon, Eggs, and Hash Browns Recipe",https://www.seriouseats.com/alton-browns-man-breakfast-with-bacon-eggs-an,"4 slices bacon,8 ounces russet potatoes, scrubbed and rinsed, not peeled,Kosher salt,4 large eggs,2 teaspoons unsalted butter,Kosher salt and black pepper",0,2,20 mins,395,23,25,22
Awendaw Soufflé (Grits Soufflé) Recipe,https://www.seriouseats.com/awendaw-souffle-grits-souffle,"Softened unsalted butter or nonstick cooking spray, for greasing baking vessel(s),2 tablespoons (18g) fine cornmeal, plus more for dusting ramekins,5 whites plus 3 yolks from 5 large eggs, separated,One recipe smooth and creamy grits (about 1 pound; 450g cooked grits), slightly cooled but still warm and smooth,3/4 cup grated mild or medium Cheddar cheese (2 1/4 ounces; 65g),1 tablespoon finely sliced chives,1 teaspoon Diamond Crystal kosher salt (4g); for table salt use half as much by volume or the same weight",0,4,90 mins,239,10,21,13
Salted Duck Eggs Recipe,https://www.seriouseats.com/salted-duck-eggs-recipe,"2 1/2 quarts water,3 cups kosher salt,One dozen (12) duck eggs",0,12,504 hrs 15 mins,82,7,0,6
Stir-Fried Shrimp With Eggs and Chinese Chives Recipe,https://www.seriouseats.com/stir-fried-shrimp-eggs-chinese-chive-recipe,"1/2 pound medium shrimp, shelled and deveined,1 teaspoon baking soda,2 tablespoons plus 1 teaspoon vegetable or peanut oil, divided,1/2 teaspoon kosher salt, divided,1/2 teaspoon ground white pepper, divided,4 large eggs,1 tablespoon milk,2 ounces Chinese chives, cut into 1-inch lengths (about 1 cup),2 medium cloves garlic, minced,1 teaspoon minced  fresh ginger",0,2,40 mins,307,15,4,26
"Spicy Potato, Bok Choy, and Shallot Hash Recipe",https://www.seriouseats.com/spicy-potato-bok-choy-and-shallot-hash-hangover-helper-recipe,"1/2 pound (about 2 medium) russet potatoes, peeled, split into quarter lengthwise, and cut into 1/4-inch slices,2 tablespoons plus 1 teaspoon vegetable oil, divided,1 large shallot, thinly sliced (about 1/2 cup),1/2 pound baby bok choy, rinsed, dried, trimmed, and roughly chopped into 1/2-inch pieces(see note),1 finely sliced serrano or Thai bird chile,1 teaspoon hot sauce (such as Frank's RedHot), or more to taste,Kosher salt and freshly ground black pepper,2 large eggs,Hot sauce, Sambal Oelek, or hot pepper relish for serving.",0,2,15 mins,392,13,40,21
Huevos Rancheros Verdes (Fried Eggs With Green Salsa and Refried Beans) Recipe,https://www.seriouseats.com/huevos-rancheros-recipe,"4 medium tomatillos, split in half,1 poblano or Hatch chile,1 white onion, thinly sliced (about 1 cup),2 tablespoons vegetable oil,4 medium cloves garlic, thinly sliced,2 teaspoons ground cumin,1/2 cup roughly chopped cilantro, plus more for garnish,2 limes, divided,Kosher salt and freshly ground black pepper,1 (15-ounce) can pinto beans drained and rinsed,1 bay leaf,6 soft corn tortillas,6 large eggs,1 avocado, sliced",0,4,45 mins,470,19,54,22
What to Do with Leftover Easter Eggs,https://www.seriouseats.com/what-to-do-with-leftover-easter-eggs-hard-boiled-egg-salad-deviled-eggs-recipes,,0,0,0,0,0,0,0
Asparagus with Bacon-Hazelnut Vinaigrette and Slow-Cooked Egg Recipe,https://www.seriouseats.com/asparagus-with-bacon-hazelnut-vinaigrette-and-slow-cooked-egg-recipe,,0,0,50 mins,0,0,0,0
Burnt Garlic-Sesame-Chili Oil for Ramen Recipe,https://www.seriouseats.com/burnt-garlic-sesame-chili-oil-for-ramen-recipe,"1/4 cup canola or vegetable oil,12 medium cloves garlic, minced (about 4 tablespoons),1/4 cup roasted sesame oil,2 red Thai bird chiles, finely minced,6 tablespoons toasted sesame seeds,1 teaspoon sugar,Kosher salt",0,16,15 mins,82,1,2,8
Traditional Duck Confit Recipe,https://www.seriouseats.com/classic-duck-confit-recipe,"4 duck legs (about 2 1/4 pounds total; 1kg) (see note),1 tablespoon plus 1 teaspoon (16g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,6 large shallots (12 ounces; 340g), quartered,1 small onion (4 ounces; 110g), cut into 2-inch pieces (see note),6 medium cloves garlic (30g),1/2 bunch (2 ounces; 55g) flat-leaf parsley leaves and tender stems, roughly chopped,10 sprigs fresh thyme,2 teaspoons (6g) whole black peppercorns,2 to 4 cups (475 to 950ml) rendered duck fat (see note)",0,4,28 hrs 15 mins,575,68,1,31
Olive Oil Cake Recipe,https://www.seriouseats.com/olive-oil-cake-recipe,"5 1/4 ounces white sugar (about 3/4 cup; 150g), plain or lightly toasted,1/2 teaspoon baking soda,1/2 teaspoon baking powder,1/4 teaspoon (1g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,2 teaspoons freshly grated lemon zest,5 1/4 ounces best-quality extra-virgin olive oil (about 3/4 cup; 150g); see our guide to choosing a good olive oil for recommendations,4 ounces cultured low-fat buttermilk or kefir (about 1/2 cup; 110g); see our explainer on buttermilk substitutes for more information,1 large egg (about 1 3/4 ounces; 50g), straight from the fridge,1/2 teaspoon orange flower water,5 3/4 ounces (about 1 1/4 cups, spooned; 165g) cake flour, any style (see notes),Optional garnishes: powdered sugar, preferably organic (see our explainer on organic powdered sugar for more information); fresh fruit; or toasted nuts",11,8,45 mins,332,3,37,20
French-Style Brown Butter New Potatoes Recipe,https://www.seriouseats.com/french-style-brown-butter-new-potatoes,"1 stick unsalted butter (4 ounces; 113g), cut into 1/2-inch pieces (see note),1 pound (450g) small new potatoes, rinsed (see note),Kosher or sea salt and freshly ground black pepper,4 sprigs fresh thyme or rosemary (optional),2 garlic cloves (optional),Sliced chives, for serving,Crème fraîche, for serving",0,4,60 mins,335,3,24,26
The Best Way to Soften Butter,https://www.seriouseats.com/best-way-to-soften-butter-5248278,,0,0,0,0,0,0,0
"The Truth About Mustard Oil: Behind the ""For External Use Only"" Label",https://www.seriouseats.com/mustard-oil-guide,,0,0,0,0,0,0,0
Does Blending Olive Oil Make It More Bitter?,https://www.seriouseats.com/does-blending-olive-oil-make-it-more-bitter,,0,0,0,0,0,0,0
