Recipe,Url,Ingredients,Ratings,Serving,Prepration_Time,Calories,Protein,Carbohydrate,Fat
Pistachio Buns Recipe,https://www.seriouseats.com/pistachio-buns,"2 ounces unsalted butter, brought to about 70°F/21°C (about 5 tablespoons; 55g),7 1/2 ounces homemade pistachio paste, made from toasted pistachios (about 3/4 cup; 210g),18 ounces all-purpose flour (about 4 cups, spooned; 510g), plus more for rolling,2 teaspoons instant yeast, such as SAF (not rapid-rise; see note),2 teaspoons (8g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,10 ounces homemade pistachio paste (about 1 cup; 285g), made from toasted pistachios, brought to about 70°F/21°C,8 ounces plain, unsweetened Greek yogurt (about 1 cup; 225g), any percentage will do, brought to about 70°F/21°C,4 ounces milk (about 1/2 cup; 115g), any percentage will do, brought to about 70°F/21°C,2 ounces roasted pistachio oil (about 5 tablespoons; 55g),4 ounces blanched, peeled, and lightly toasted pistachios (a shy cup; 115g), or more to taste, optional,6 ounces heavy cream (about 3/4 cup; 170g),2 1/2 ounces chilled homemade pistachio paste, made from toasted pistachios (about 1/4 cup; 70g)",0,12,10 hrs,639,20,51,42
Homemade Pistachio Paste Opens Up a World of Pistachio Desserts,https://www.seriouseats.com/how-to-make-homemade-pistachio-paste,,0,0,0,0,0,0,0
Meyer Lemon Ice Cream Recipe,https://www.seriouseats.com/meyer-lemon-ice-cream,"7 ounces sugar (about 1 cup; 200g),3/4 ounce cornstarch (about 3 tablespoons; 20g),1/8 teaspoon (0.5g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,2 large eggs (about 3 1/2 ounces; 100g),10 ounces fresh Meyer lemon juice (about 1 1/4 cups; 285g), from about 8 Meyer lemons,1 ounce Meyer lemon zest (about 2 tablespoons, although this will vary with freshness and grater style; 30g),8 ounces heavy cream, straight from the fridge (about 1 cup; 225g),1 ounce curaçao, limoncello, or other citrus liqueur (about 2 tablespoons; 30g), optional",9,6,5 hrs,307,3,42,15
Fior di Latte Gelato Recipe,https://www.seriouseats.com/fior-di-latte-gelato,"9 1/4 ounces plain or very lightly toasted sugar (about 1 1/3 cups; 265g),1 1/4 ounces cornstarch (about 1/4 cup; 35g),1/2 plus 1/8 teaspoon (2.5g) Diamond Crystal kosher salt, or more to taste; for table salt, use about half as much by volume or the same weight,20 ounces best quality whole milk, preferably grass-fed, divided (about 2 1/2 cups; 565g),8 ounces best quality heavy cream, preferably grass-fed (about 1 cup; 225g)",13,8,5 hrs,284,3,41,12
Buttermilk Ice Cream Recipe,https://www.seriouseats.com/buttermilk-ice-cream,"7 ounces plain or lightly toasted sugar (about 1 cup; 200g),3/4 ounce cornstarch (about 3 tablespoons; 20g),1/8 teaspoon (0.5g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,2 large eggs (about 3 1/2 ounces; 100g),10 ounces cultured, lowfat buttermilk (about 1 1/4 cups; 285g),8 ounces heavy cream, straight from the fridge (about 1 cup; 225g),1/2 ounce apple brandy, or other fruity spirits (about 1 tablespoon; 15g), optional,1/4 teaspoon orange blossom water, optional",0,6,5 hrs,875,51,107,28
Classic Vanilla Ice Milk Recipe,https://www.seriouseats.com/vanilla-ice-milk-recipe,"9 1/4 ounces plain or very lightly toasted sugar (about 1 1/3 cups; 262g),1 1/4 ounces cornstarch (about 1/4 cup; 35g),1 3/4 ounces powdered milk (about 1/4 cup; 50g),1 teaspoon (4g) Diamond Crystal kosher salt (plus more if desired); for table salt, use about half as much by volume or the same weight,28 ounces whole milk (about 3 1/2 cups; 795g), divided,1/2 teaspoon vanilla extract",0,10,5 hrs,182,4,36,3
Black Sesame Ice Cream Recipe,https://www.seriouseats.com/black-sesame-ice-cream-recipe,"6 ounces turbinado or light brown sugar (about 3/4 cup; 170g),4 1/2 ounces egg yolk (about 1/2 cup; 125g), from 7 large eggs,1/2 teaspoon (2g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,7 ounces heavy cream (about 3/4 cup plus 2 tablespoons; 195g),8 ounces whole milk (about 1 cup; 225g),6 ounces Japanese-style black sesame paste (about 2/3 cup; 170g), such as Kuki (see notes)",4,8,5 hrs,379,8,29,27
Homemade Speculoos Ice Cream Recipe,https://www.seriouseats.com/biscoff-ice-cream-recipe,"5 1/2 ounces Toasted Sugar (about 3/4 cup; 145g), see note,4 ounces egg yolk (about 1/2 cup; 110g), from about 8 large eggs,3/4 teaspoon (3g) Diamond Crystal kosher salt, plus more as needed; for table salt, use half as much by volume or use the same weight,1/8 teaspoon baking soda,6 3/4 ounces Biscoff crumbs (about 1 1/2 cups; 190g), from store-bought or homemade cookies,9 ounces heavy cream (about 1 cup plus 2 tablespoons; 255g),11 ounces whole milk (about 1 1/4 cups plus 2 tablespoons; 310g),1/4 ounce bourbon or rye whiskey, or whatever sounds tasty (about 1/2 tablespoon; 7g), optional,1 teaspoon (5ml) vanilla extract",0,8,5 hrs,372,6,37,23
Blackberry Ice Cream Recipe,https://www.seriouseats.com/blackberry-ice-cream,"40 ounces fresh blackberries, washed and drained (8 cups; 1.13kg; see note),5 1/4 ounces sugar (about 3/4 cup; 148g),1/8 teaspoon (.5g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,14 ounces heavy cream (about 1 3/4 cups; 395g),1/8 teaspoon ground cinnamon,2 teaspoons bourbon, rum, or gin (optional),1/2 ounce fresh lemon juice (1 tablespoon; 15g), optional",0,8,5 hrs,280,3,29,18
"Triple-Pistachio Breakfast Buns, the Make-Ahead Breakfast of Your Dreams",https://www.seriouseats.com/triple-pistachio-breakfast-buns-the-make-ahead-breakfast-of-your-dreams,,0,0,0,0,0,0,0
"20 Sweet, Sweet Homemade Food Gifts for the Holidays",https://www.seriouseats.com/sweet-sweet-homemade-food-gifts-for-the-holidays,,0,0,0,0,0,0,0
Fresh Pineapple Ice Cream Recipe,https://www.seriouseats.com/fresh-pineapple-ice-cream,"6 ounces plain or very lightly toasted sugar (about 1 cup minus 2 tablespoons; 170g),3/4 ounce cornstarch (about 3 tablespoons; 20g),1/4 teaspoon (1g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,2 large eggs (about 3 1/2 ounces; 100g),10 ounces fresh pineapple purée (about 1 1/4 cups; 285g), from about 1 small pineapple (see note),2 ounces fresh lemon juice (about 1/4 cup; 55g),8 ounces heavy cream (about 1 cup; 225g), straight from the fridge,1/2 to 1 ounce light rum or rhum agricole (about 1 to 2 tablespoons; 15 to 30g), optional,2 or 3 drops vanilla extract",8,6,5 hrs,306,3,40,15
Stella's Favorite Recipes of 2018,https://www.seriouseats.com/stella-picks-her-favorites,,0,0,0,0,0,0,0
You Had Me at Step One: The Recipes We Can't Quit,https://www.seriouseats.com/you-had-me-at-step-one-the-recipes-we-cant-quit,,0,0,0,0,0,0,0
"Essential Baking Ingredients for Cake, Cookies, Breads, and More",https://www.seriouseats.com/basic-essential-baking-ingredients,,0,0,0,0,0,0,0
Staff Picks: Our Favorite Posts of 2017,https://www.seriouseats.com/staff-picks-our-favorite-posts,,0,0,0,0,0,0,0
Kenji's Favorite Recipes of 2017,https://www.seriouseats.com/kenjis-favorite-recipes-of-2017,,0,0,0,0,0,0,0
Stella's Favorite Recipes of 2016,https://www.seriouseats.com/what-the-bravetart-ate,,0,0,0,0,0,0,0
Daniel's Favorite Recipes of 2018,https://www.seriouseats.com/daniels-favorite-recipes-of-2018,,0,0,0,0,0,0,0
Staff Picks: Our Favorite Images of 2017,https://www.seriouseats.com/staff-picks-our-favorite-images,,0,0,0,0,0,0,0
Kenji's Favorite Recipes of 2015,https://www.seriouseats.com/kenji-best-recipes-of-the-year,,0,0,0,0,0,0,0
Stella's Favorite Recipes of 2019,https://www.seriouseats.com/stella-parks-favorite-recipes,,0,0,0,0,0,0,0
What We're Cooking This Father's Day,https://www.seriouseats.com/what-were-cooking-this-fathers-day,,0,0,0,0,0,0,0
Daniel's Favorite Recipes of 2017,https://www.seriouseats.com/daniels-favorite-recipes-of-2017,,0,0,0,0,0,0,0
Kenji's Favorite Recipes of 2016,https://www.seriouseats.com/kenjis-favorite-recipes,,0,0,0,0,0,0,0
Our Favorite Videos of 2018,https://www.seriouseats.com/our-favorite-videos,,0,0,0,0,0,0,0
"A Week's Worth of Quick and Easy Breakfasts, Lunches, and Dinners",https://www.seriouseats.com/quick-easy-breakfast-lunch-dinner-weeklong-meal-plan,,0,0,0,0,0,0,0
34 Super Bowl Snacks to Kick the Game Off Right,https://www.seriouseats.com/super-bowl-snacks,,0,0,0,0,0,0,0
Vegetable Biryani,https://www.seriouseats.com/vegetable-biryani-5324853,,0,6,95 mins,0,0,0,0
Vegetable Qorma,https://www.seriouseats.com/vegetable-qorma-5324131,,0,6,0 mins,0,0,0,0
Dodo (Nigerian Plantains) Recipe,https://www.seriouseats.com/dodo-nigerian-plantains-recipe-5235320,,0,4,25 mins,0,0,0,0
Nigerian Pepper Soup Recipe,https://www.seriouseats.com/nigerian-pepper-soup-5323040,,0,0,90 mins,0,0,0,0
The Best Vegan Nacho Cheese Sauce Recipe,https://www.seriouseats.com/gooey-vegan-nacho-cheese-sauce-recipe-food-lab,"6 tablespoons vegetable shortening or palm oil,1 small onion, thinly sliced,2 medium cloves garlic, thinly sliced,1/2 jalapeño pepper, seeds and ribs removed, thinly sliced,1/2 teaspoon ground cumin,1 teaspoon ground paprika,1/2 teaspoon granulated garlic powder,1 chipotle pepper packed in adobo sauce, finely chopped, plus 1 teaspoon adobo sauce,4 ounces russet potato (about 1/2 medium), peeled and thinly sliced,4 ounces roasted cashews (about 1 cup),1/2 cup water,1/2 cup almond milk,1 teaspoon hot sauce (such as Frank's),2 teaspoons pickling liquid from a can of pickled jalapeño peppers (plus peppers, to taste),Kosher salt to taste",17,8,25 mins,196,3,10,17
Aloo Gobi,https://www.seriouseats.com/aloo-gobi-recipe-5220973,,0,6,75 mins,0,0,0,0
Bengali Rice Porridge With Lentils and Chicken Recipe,https://www.seriouseats.com/bengali-rice-porridge-with-lentils-and-chicken,"3/4 cup jasmine rice (5 1/3 ounces; 150g),1 inch fresh turmeric (1/2 ounce; 15g), or 1 teaspoon dried turmeric,1 inch fresh ginger (1/2 ounce; 15g),2 tablespoons unsalted butter or ghee (1 ounce; 30g),1/2 teaspoon Kashmiri red chile powder or 1/4 teaspoon cayenne,1/4 cup red lentils (1.8 ounces; 50g), sorted and rinsed,6 cups chicken stock (1 1/2 quarts; 1.4L), homemade or store-bought,Kosher salt, to taste,Freshly ground black pepper, to taste,1 medium russet potato (10 ounces; 280g), peeled and diced into 1/2-inch pieces,2 chicken thighs (8 ounces; 224g),1/2 bunch cilantro (1 ounce; 30g), finely chopped,2 Thai green chiles, finely chopped,2 tablespoons (30ml) freshly squeezed lime juice from 2 limes,2 tablespoons mustard oil (1 ounce; 30ml),Crispy fried shallots, for garnish",6,4,90 mins,489,27,45,23
"Chickpea, Coconut, and Cashew Curry Recipe",https://www.seriouseats.com/chickpea-coconut-and-cashew-curry-recipe,"1 1/2 teaspoons whole cumin seeds, toasted,1 1/2 teaspoons coriander seeds, toasted,1 whole star anise, toasted,2 cloves,1/2 teaspoon black peppercorns, toasted,1/2 teaspoon ground cinnamon,1/4 teaspoon grated nutmeg,1 blade mace,1/2 teaspoon ground turmeric,1 black or green cardamom pod,3 tablespoons vegetable oil, butter, or ghee,1 small onion, finely minced (about 1 cup),4 cloves garlic, grated on the medium holes of a box grater,1 tablespoon fresh ginger, grated on the medium holes of a box grater,1 small red or green chili, finely chopped,1/4 teaspoon cayenne pepper,1/2 cup cashew nuts,1 (14-ounce) can coconut milk,2 (14-ounce) cans chickpeas, drained and rinsed,1 bunch (about 3 ounces) flat spinach leaves, trimmed, rinsed, and roughly chopped,Kosher salt,1/4 cup fresh juice from 3 to 4 limes,1/2 cup fresh cilantro leaves and tender stems, coarsely chopped",11,4,30 mins,742,24,71,44
Potato and Pea Curry (Aloo Matar) Recipe,https://www.seriouseats.com/potato-and-pea-curry-aloo-matar-indian-recipe,"1 large tomato, or about 3 canned plum tomatoes, chopped,6 garlic cloves, peeled,1/2-inch fresh ginger, peeled,1-inch piece cinnamon,2 cloves,2 green cardamom pods,3 tablespoons canola oil,1 teaspoon cumin seeds,1/2 medium onion, ends trimmed, cut into thin half moons,2 medium potatoes, peeled and chopped into 1/2-inch cubes,1/2 teaspoon salt,2 teaspoons turmeric,1/4 teaspoon cayenne pepper,1 1/2 teaspoons garam masala,3 cups frozen peas,2 tablespoons cream,Fresh cilantro, for garnish",4,4,60 mins,271,10,44,7
Kare-Kare (Filipino Curry),https://www.seriouseats.com/kare-kare-filipino-curry-5196493,,0,4,4 hrs,0,0,0,0
"Vegan Peanut, Sweet Potato, and Kale Soup With Coconut Recipe",https://www.seriouseats.com/west-african-inspired-vegan-peanut-sweet-potato-soup-recipe,"6 medium cloves garlic,1 1/2-inch knob of ginger, peeled and roughly chopped,1 small bunch cilantro (about 1 1/2 ounces; 45g), thick stems reserved separately from leaves and tender small stems,1 Serrano or jalapeño chile, stemmed and halved, divided,Kosher salt,2 (14-ounce; 400ml) cans full-fat coconut milk (see note),2 tablespoons vegetable oil, divided (90ml),6 scallions, whites and pale green parts only, thinly sliced, divided,1 teaspoon ground turmeric,1 quart water or homemade vegetable stock (see note),8 ounces sweet potatoes, peeled and cut into 1/2-inch dice (about 2 small sweet potatoes; 225g),8 ounces roasted shelled peanuts (about 2 cups; 225g),2 teaspoons sugar,1 (5-ounce; 140g) bunch lacinato kale, thick stems discarded, leaves very roughly chopped,1 tablespoon (15ml) fresh juice from 1 to 2 limes,Freshly ground black pepper,Hot sauce, such as Frank's Red Hot, to taste,Rice, for serving (I like using red or black rice)",19,6,45 mins,698,14,34,61
Creamy Vegan Saag Paneer (With Tofu) Recipe,https://www.seriouseats.com/creamy-vegan-saag-paneer-tofu-recipe,"12 ounces (350g) extra-firm tofu,1 tablespoon (15g) yellow miso paste,3 tablespoons (45ml) lemon juice, divided, plus 1 tablespoon (5g) zest, from 2 to 3 lemons,3 tablespoons (45ml) vegetable oil, divided,Kosher salt and freshly ground black pepper,6 ounces almond, soy, rice, or cashew milk (2/3 cup; 170ml),6 ounces cauliflower florets or peeled sunchokes (170g; about 1/3 of a small head of cauliflower),4 medium cloves garlic (about 20g), finely minced,1 (1-inch) knob ginger (about 20g), peeled and finely minced,1 to 4 green or red Thai chiles (depending on your heat preference), stemmed and finely minced,1 teaspoon ground coriander seeds,1 teaspoon ground cumin seeds,1 teaspoon ground turmeric,1 cardamom pod, smashed,8 ounces (225g) mature spinach, curly if available (see note),8 ounces (225g) arugula or mustard greens, tough mustard green stems removed and discarded (see note)",10,6,60 mins,160,9,9,11
Tender Braised Lamb Shanks With Bitter Herb Salad Recipe,https://www.seriouseats.com/braised-lamb-shanks-herb-salad-recipe,"1 1/2 teaspoons (5g) ground coriander seed,1 1/2 teaspoons (5g) ground fennel seed,3/4 teaspoon (3g) ground cumin,1/4 teaspoon (1g) smoked paprika,4 bone-in lamb shanks (about 6 pounds; 2.75kg),Kosher salt and freshly ground black pepper,4 tablespoons (60ml) extra-virgin olive oil, divided, plus more if needed,3 medium carrots (12 ounces; 250g), cut into large dice,2 large stalks celery (5 ounces; 150g), cut into large dice,1 medium yellow onion (9 ounces; 250g), cut into large dice,4 medium cloves garlic, crushed,3 oil-packed anchovy fillets, chopped,2 tablespoons (30ml) tomato paste,1 cup (230ml) dry white wine,4 cups (950ml) homemade or store-bought chicken stock,1 sprig rosemary,1 bay leaf,1 large stalk celery (about 75g), sliced thinly on the bias,2 small heads (about 150g each) red and/or white endive, cored and very thinly sliced crosswise,3 cups loosely packed herb leaves (3 ounces; 85g), such as cilantro, parsley, mint, and basil,1 tablespoon (15ml) fresh juice from 1 lemon,3 tablespoons (45ml) extra-virgin olive oil,Kosher salt",4,6,3 hrs 30 mins,707,55,18,44
Dinuguan (Filipino Pork Blood Stew),https://www.seriouseats.com/dinuguan-filipino-pork-blood-stew-5196555,,0,4,2 hrs 30 mins,0,0,0,0
Masala Dosa (Potato-Filled Rice-and-Lentil Crepe) Recipe,https://www.seriouseats.com/masala-dosa-potato-filled-rice-and-lentil-crepe,"5 medium russet potatoes (about 43 ounces; 1.2kg), peeled and cut into 1-inch pieces,1 tablespoon (12g) Diamond Crystal kosher salt, plus more for seasoning the filling,2 tablespoons (24g) sugar, divided,3 tablespoons (42g) apple cider vinegar, divided,1/2 cup ghee or neutral oil, such as vegetable, peanut, or canola (3 1/2 ounces; 100g), plus additional ghee for cooking the dosa,1 medium onion (about 9 1/2 ounces; 265g), thinly sliced,1 1/2 teaspoons (3g) black mustard seeds,1/2 teaspoon (1g) cumin seeds,1 tablespoon (15g) chana dal (yellow lentils),1 teaspoon (3g) ground turmeric,1/2 teaspoon (1g) Kashmiri red chile powder,1 pinch asafetida,1 Thai green chile, split (about 5g),1/3 cup toasted cashews (1.8 ounces; 50g),1/4 bunch cilantro leaves and tender stems (about 1 ounce; 28g), chopped,1 recipe dosa batter,Coconut Chutney, for serving",0,16,60 mins,256,5,33,12
Hot and Numbing Shredded Lamb Noodle Soup Recipe,https://www.seriouseats.com/shredded-lamb-noodle-soup,"3 1/2 to 4 pounds (1.5 to 1.8kg) lamb shanks or lamb neck slices,2 tablespoons (18g) Diamond Crystal kosher salt; if using table salt, use half as much by volume or the same weight,2 tablespoons (30ml) vegetable oil, divided,2 tablespoons (30ml) Shaoxing wine or dry sherry wine,2 quarts (1920ml) store-bought or homemade chicken stock,2 cups (480ml) water,2 scallions (30g), trimmed and halved,2 medium cloves garlic, smashed,One 2-inch stick cinnamon,One 1-inch piece ginger, smashed,4 star anise pods,3/4 cup (180ml) canola oil,4 medium cloves garlic, finely minced,8-12 dried bird's eye chiles (6-10g), coarsely ground,2 tablespoons (16g) toasted cumin seeds, coarsely ground, plus extra whole seeds for serving,1 tablespoon (4g) Sichuan peppercorns, coarsely ground (see notes),1/4 teaspoon ground white pepper,1/3 cup (80ml) dark soy sauce,2 teaspoons (8g) sugar,6 servings hand-pulled noodles (lamian) or store-bought lamian or ramen noodles (see notes),4 scallions, sliced thinly,8 fresh cilantro sprigs, cut into 1-inch pieces",4,6,110 mins,1133,67,69,64
